offset,offset_hex,opcode,kind,semantics,instruction_size,instruction_hex,delta,target_candidate
127227,0x1F0FB,83,call_candidate,call2,3,53 87 A3,-30813,96417
127235,0x1F103,102,branch_candidate,jump_le,3,66 00 6D,109,127347
127248,0x1F110,83,call_candidate,call2,3,53 34 1B,13339,140590
127251,0x1F113,99,branch_candidate,jump_false,3,63 00 5D,93,127347
127260,0x1F11C,99,branch_candidate,jump_false,3,63 00 51,81,127344
127266,0x1F122,83,call_candidate,call2,3,53 33 EC,13292,140561
127274,0x1F12A,83,call_candidate,call2,3,53 87 FB,-30725,96552
127280,0x1F130,99,branch_candidate,jump_false,3,63 00 0A,10,127293
127286,0x1F136,83,call_candidate,call2,3,53 61 FD,25085,152374
127290,0x1F13A,98,branch_candidate,unconditional_jump,3,62 00 33,51,127344
127295,0x1F13F,83,call_candidate,call2,3,53 87 FB,-30725,96573
127304,0x1F148,83,call_candidate,call2,3,53 87 A3,-30813,96494
127313,0x1F151,83,call_candidate,call2,3,53 33 EC,13292,140608
127320,0x1F158,99,branch_candidate,jump_false,3,63 00 15,21,127344
127326,0x1F15E,100,branch_candidate,jump_ne,3,64 00 0F,15,127344
127334,0x1F166,83,call_candidate,call2,3,53 87 2A,-30934,96403
127344,0x1F170,98,branch_candidate,unconditional_jump,3,62 FF 96,-106,127241
127351,0x1F177,83,call_candidate,call2,3,53 87 A3,-30813,96541
127361,0x1F181,99,branch_candidate,jump_false,3,63 00 08,8,127372
127369,0x1F189,98,branch_candidate,unconditional_jump,3,62 00 3A,58,127430
127387,0x1F19B,99,branch_candidate,jump_false,3,63 00 05,5,127395
127412,0x1F1B4,99,branch_candidate,jump_false,3,63 00 0F,15,127430
127427,0x1F1C3,83,call_candidate,call2,3,53 72 E1,29409,156839
127430,0x1F1C6,98,branch_candidate,unconditional_jump,3,62 00 23,35,127468
127459,0x1F1E3,83,call_candidate,call2,3,53 F3 08,-3320,124142
127462,0x1F1E6,83,call_candidate,call2,3,53 CD A7,-12889,114576
127465,0x1F1E9,98,branch_candidate,unconditional_jump,3,62 00 00,0,127468
127468,0x1F1EC,98,branch_candidate,unconditional_jump,3,62 01 16,278,127749
127495,0x1F207,98,branch_candidate,unconditional_jump,3,62 00 F8,248,127746
127499,0x1F20B,83,call_candidate,call2,3,53 61 C8,25032,152534
127504,0x1F210,83,call_candidate,call2,3,53 60 DB,24795,152302
127508,0x1F214,83,call_candidate,call2,3,53 60 B3,24755,152266
127522,0x1F222,83,call_candidate,call2,3,53 A8 97,-22377,105148
127530,0x1F22A,83,call_candidate,call2,3,53 A8 97,-22377,105156
127538,0x1F232,98,branch_candidate,unconditional_jump,3,62 00 CD,205,127746
127542,0x1F236,83,call_candidate,call2,3,53 75 42,30018,157563
127550,0x1F23E,82,call_candidate,call2,3,52 44 55,17493,145046
127556,0x1F244,83,call_candidate,call2,3,53 74 7B,29819,157378
127562,0x1F24A,83,call_candidate,call2,3,53 A9 AF,-22097,105468
127570,0x1F252,82,call_candidate,call2,3,52 44 55,17493,145066
127576,0x1F258,83,call_candidate,call2,3,53 74 7B,29819,157398
127582,0x1F25E,83,call_candidate,call2,3,53 A9 AF,-22097,105488
127596,0x1F26C,99,branch_candidate,jump_false,3,63 00 08,8,127607
127604,0x1F274,98,branch_candidate,unconditional_jump,3,62 00 67,103,127710
127619,0x1F283,99,branch_candidate,jump_false,3,63 00 06,6,127628
127649,0x1F2A1,99,branch_candidate,jump_false,3,63 00 06,6,127658
127691,0x1F2CB,99,branch_candidate,jump_false,3,63 00 10,16,127710
127707,0x1F2DB,83,call_candidate,call2,3,53 72 E1,29409,157119
127710,0x1F2DE,98,branch_candidate,unconditional_jump,3,62 00 21,33,127746
127737,0x1F2F9,83,call_candidate,call2,3,53 F3 08,-3320,124420
127740,0x1F2FC,83,call_candidate,call2,3,53 CC D8,-13096,114647
